3.2,3.19,1.4773,1.4773,2.57
3.15,3.09,1.4765,1.4765,3.3313
3.15,2.99,1.5264,1.5264,3.3313
3.1,2.89,1.5264,1.5264,3.3738
3.05,2.79,1.5207,1.5207,3.2038
3,2.69,1.5207,1.5207,3.0243
2.9,2.59,1.5338,1.5338,3.2497
2.8,2.49,1.4773,1.4773,3.0243
2.75,2.39,1.4765,1.4765,3.0588
2.7,2.29,1.4765,1.4765,2.8702
2.65,2.19,1.4765,1.4765,2.6684
2.65,2.09,1.4765,1.4765,2.4677
2.6,1.99,1.4765,1.4765,2.7174
2.5,1.89,1.4765,1.4765,4.0449
2.45,1.79,1.4765,1.4765,4.1808
2.4,1.69,1.4765,1.4765,4.0449
2.3,1.59,1.4318,1.4318,4.0663
2.25,1.49,1.4327,1.4327,3.9096
2.15,1.39,1.4009,1.4009,3.7463
2.1,1.29,1.4089,1.4089,3.5756
2.05,1.19,1.4116,1.4116,3.4157
2,1.09,1.4089,1.4089,3.2479
1.9,0.99,1.373,1.373,3.0494
1.9,0.89,1.3892,1.3892,2.8602
1.8,0.79,1.416,1.416,2.8423
1.7,0.69,1.3657,1.3657,2.5815
1.6,0.59,1.32,1.32,2.2913
1.5,0.54,1.2981,1.2981,2
1.4,0.49,1.25,1.25,2
1.3,0.54,1.2619,1.2619,3.262
1.2,0.54,1.2093,1.2093,3.1
1.1,0.54,1.163,1.163,3.1
1,0.54,1.1236,1.1236,3.1473
0.9,0.59,1.044,1.044,3.7669
0.8,0.59,1.0198,1.0198,3.6275
0.7,0.64,0.9552,0.9552,3.4825
0.6,0.64,0.95,0.95,3.3313
0.5,0.69,0.9,0.9,3.495
0.4,0.74,0.85,0.85,3.3313
0.3,0.74,0.8515,0.8515,3.2753
0.2,0.79,0.8139,0.8139,3.114
0.1,0.79,0.8382,0.8382,2.9439
0,0.84,0.8276,0.8276,2.7633
-0.1,0.84,0.8246,0.8246,2.57
-0.2,0.94,0.8515,0.8515,3.5959
-0.3,0.99,0.8732,0.8732,3.4177
-0.4,1.09,0.8846,0.8846,3.2296
-0.5,1.19,0.8902,0.8902,3.0027
-0.6,1.29,0.9179,0.9179,2.7572
-0.65,1.39,0.9192,0.9192,2.5203
-0.7,1.49,0.9341,0.9341,2.2878
-0.7,1.59,0.9124,0.9124,2.6896
-0.7,1.69,0.9014,0.9014,2.4968
-0.7,1.79,0.9,0.9,2.2878
-0.65,1.89,0.85,0.85,3.2093
-0.6,1.99,0.8,0.8,3.0301
-0.6,2.09,0.8062,0.8062,2.855
-0.55,2.19,0.7762,0.7762,2.6684
-0.55,2.29,0.781,0.781,2.4677
-0.5,2.39,0.7632,0.7632,2.7174
-0.4,2.49,0.781,0.781,3.3933
-0.35,2.59,0.8062,0.8062,3.2038
-0.3,2.69,0.8078,0.8078,3.0243
-0.2,2.79,0.85,0.85,3.2497
-0.1,2.89,0.8746,0.8746,3.0243
-0.05,2.99,0.8944,0.8944,3.8254
0,3.09,0.9014,0.9014,5.2963
0.05,3.19,0.9179,0.9179,5.1896
0.1,3.29,0.9179,0.9179,5.0808
0.15,3.39,0.9179,0.9179,4.9695
0.2,3.49,0.9179,0.9179,4.8557
0.25,3.59,0.9179,0.9179,4.7392
0.3,3.69,0.9014,0.9014,4.6198
0.35,3.79,0.8944,0.8944,4.4971
0.4,3.89,0.8944,0.8944,4.3711
0.45,3.99,0.8902,0.8902,4.2412
0.5,4.09,0.8732,0.8732,4.1073
0.55,4.19,0.8515,0.8515,3.9689
0.6,4.29,0.8322,0.8322,3.8254
0.65,4.39,0.8139,0.8139,3.8677
0.75,4.49,0.8201,0.8201,3.7026
0.8,4.59,0.8062,0.8062,3.5297
0.85,4.69,0.8062,0.8062,3.3676
0.9,4.79,0.7906,0.7906,3.1973
0.95,4.89,0.781,0.781,3.0174
1.05,4.99,0.781,0.781,2.8026
1.1,5.09,0.7906,0.7906,2.57
1.15,5.19,0.7762,0.7762,3.3313
1.15,5.29,0.7762,0.7762,3.3313
1.2,5.39,0.7906,0.7906,3.4694
1.25,5.49,0.8062,0.8062,4.1984
1.3,5.59,0.8062,0.8062,4.0631
1.35,5.69,0.8062,0.8062,3.9231
1.4,5.79,0.8078,0.8078,3.7779
1.45,5.89,0.8246,0.8246,3.6269
1.5,5.99,0.8544,0.8544,3.4694
1.55,6.09,0.8732,0.8732,3.3313
1.55,6.19,0.8382,0.8382,3.6275
1.6,6.29,0.8631,0.8631,3.4825
1.6,6.39,0.8515,0.8515,3.3313
1.65,6.49,0.9,0.9,3.4694
1.7,6.59,0.95,0.95,3.4694
1.75,6.69,0.9657,0.9657,3.3313
1.75,6.79,0.9487,0.9487,3.8807
1.8,6.89,0.9657,0.9657,3.7455
1.8,6.99,0.9341,0.9341,3.6053
1.85,7.09,0.9618,0.9618,3.4594
1.85,7.19,0.9513,0.9513,3.307
1.9,7.29,0.9823,0.9823,3.1473
1.9,7.39,0.9618,0.9618,3.3024
1.9,7.49,0.9513,0.9513,3.1473
1.95,7.59,1,1,3.1473
1.95,7.69,1,1,3.3024
1.95,7.79,1,1,3.1473
2,7.89,1.05,1.05,3.146
2,7.99,1.0548,1.0548,2.9777
2,8.09,1.0689,1.0689,2.8048
2,8.19,1.092,1.092,2.6204
2.05,8.29,1.1281,1.1281,2.4158
2.05,8.39,1.1543,1.1543,2.1921
2.05,8.49,1.1885,1.1885,2.4462
2,8.59,1.2083,1.2083,2.2255
2,8.69,1.253,1.253,3.1473
2.05,8.79,1.2659,1.2659,3.1
2,8.89,1.3342,1.3342,3.0438
2.05,8.99,1.301,1.301,2.8749
2,9.09,1.3583,1.3583,2.6953
2,9.19,1.373,1.373,2.4968
2,9.29,1.3946,1.3946,2.2878
1.95,9.39,1.4431,1.4431,2.57
1.9,9.49,1.4705,1.4705,4.0449
1.8,9.59,1.5305,1.5305,4.0449
1.75,9.69,1.5443,1.5443,4.1808
1.7,9.79,1.5403,1.5403,4.0449
1.6,9.89,1.5305,1.5305,4.689
1.55,9.99,1.5532,1.5532,4.5538
1.45,10.09,1.5556,1.5556,4.7065
1.35,10.19,1.5403,1.5403,4.5538
1.3,10.29,1.5207,1.5207,4.5538
1.2,10.39,1.5207,1.5207,4.8436
1.1,10.49,1.5207,1.5207,5.2733
1,10.59,1.5116,1.5116,5.1375
0.9,10.69,1.4916,1.4916,4.9979
0.8,10.79,1.4849,1.4849,4.8544
0.7,10.89,1.4841,1.4841,4.7065
0.6,10.99,1.4534,1.4534,4.5538
0.5,11.04,1.45,1.45,4.682
0.4,11.14,1.4151,1.4151,4.5465
0.3,11.19,1.4142,1.4142,4.4069
0.2,11.29,1.4009,1.4009,4.2627
0.1,11.39,1.3829,1.3829,4.0935
0,11.49,1.373,1.373,3.9169
-0.1,11.54,1.3509,1.3509,3.754
-0.2,11.64,1.3153,1.3153,3.5836
-0.3,11.69,1.2855,1.2855,3.4047
-0.4,11.74,1.2649,1.2649,3.2364
-0.5,11.79,1.254,1.254,3.0588
-0.6,11.84,1.253,1.253,2.8702
-0.7,11.89,1.253,1.253,2.6684
-0.8,11.89,1.2298,1.2298,2.4677
-0.9,11.94,1.2298,1.2298,2.3336
-1,12.04,1.2806,1.2806,3.2497
-1.1,12.14,1.2748,1.2748,3.0243
-1.2,12.19,1.2748,1.2748,3.8254
-1.3,12.24,1.2777,1.2777,4.2412
-1.4,12.29,1.2619,1.2619,4.1073
-1.5,12.34,1.253,1.253,3.9689
-1.6,12.39,1.253,1.253,3.8254
-1.7,12.44,1.253,1.253,3.7026
-1.8,12.54,1.2777,1.2777,3.5297
-1.9,12.59,1.2903,1.2903,3.348
-2,12.64,1.2971,1.2971,3.1766
-2.1,12.69,1.2971,1.2971,2.9955
-2.2,12.74,1.2971,1.2971,2.8026
-2.3,12.84,1.321,1.321,2.57
-2.4,12.84,1.2971,1.2971,2.9009
-2.5,12.89,1.2971,1.2971,2.7174
-2.6,12.99,1.3416,1.3416,3.9855
-2.7,13.04,1.3314,1.3314,3.8254
-2.8,13.09,1.321,1.321,4.1073
-2.9,13.14,1.32,1.32,3.9689
-3,13.19,1.32,1.32,3.8254
-3.1,13.24,1.321,1.321,3.873
-3.2,13.34,1.3285,1.3285,3.7081
-3.3,13.39,1.32,1.32,3.5356
-3.4,13.44,1.32,1.32,3.3738
-3.5,13.49,1.321,1.321,3.2038
-3.6,13.54,1.3086,1.3086,3.0243
-3.7,13.64,1.2816,1.2816,3.2497
-3.8,13.74,1.2298,1.2298,3.0243
-3.85,13.84,1.2298,1.2298,3.1973
-3.9,13.94,1.2298,1.2298,3.0174
-4,14.04,1.1769,1.1769,2.8026
-4.05,14.14,1.1543,1.1543,2.57
-4.1,14.24,1.118,1.118,3.3313
-4.1,14.34,1.1402,1.1402,3.307
-4.15,14.44,1.1,1.1,3.1473
-4.15,14.54,1.1,1.1,3.1
-4.15,14.64,1.1,1.1,3.6463
-4.15,14.74,1.1,1.1,3.5065
-4.15,14.84,1.1,1.1,3.3609
-4.15,14.94,1.1,1.1,3.2087
-4.15,15.04,1.1,1.1,3.0489
-4.15,15.14,1.1,1.1,2.8802
-4.1,15.24,1.092,1.092,2.6953
-4.1,15.34,1.1236,1.1236,2.4968
-4.1,15.44,1.1068,1.1068,2.2878
-4.05,15.54,1.1281,1.1281,2.57
-4,15.64,1.1543,1.1543,3.0243
-3.9,15.74,1.1673,1.1673,3.4544
-3.8,15.84,1.1673,1.1673,3.2433
-3.7,15.94,1.1673,1.1673,3.0174
-3.6,15.99,1.1511,1.1511,2.8026
-3.5,16.09,1.1853,1.1853,2.57
-3.4,16.09,1.1424,1.1424,2.7171
-3.3,16.14,1.1543,1.1543,2.5203
-3.2,16.19,1.1769,1.1769,2.2878
-3.1,16.19,1.1597,1.1597,3.3024
-3,16.19,1.1511,1.1511,3.1473
-2.9,16.24,1.2,1.2,3.1473
-2.8,16.24,1.201,1.201,3.1
-2.7,16.24,1.2093,1.2093,3.1
-2.6,16.24,1.2258,1.2258,3.0489
-2.5,16.19,1.2021,1.2021,2.8749
-2.4,16.19,1.2349,1.2349,2.6896
-2.3,16.19,1.2748,1.2748,2.4968
-2.2,16.19,1.25,1.25,2.2878
-2.1,16.14,1.2748,1.2748,3.4694
-2,16.09,1.2981,1.2981,3.4694
-1.9,16.04,1.3124,1.3124,3.3313
-1.8,16.04,1.2855,1.2855,3.3313
-1.7,15.99,1.3124,1.3124,3.4694
-1.6,15.94,1.32,1.32,3.8661
-1.5,15.89,1.3285,1.3285,3.7186
-1.4,15.84,1.3463,1.3463,3.5651
-1.3,15.79,1.3601,1.3601,3.4047
-1.2,15.74,1.3757,1.3757,3.2364
-1.1,15.69,1.3928,1.3928,3.0588
-1,15.64,1.408,1.408,2.8702
-0.9,15.59,1.423,1.423,2.6684
-0.8,15.59,1.3865,1.3865,2.4677
-0.7,15.54,1.3928,1.3928,2.7174
-0.6,15.44,1.4422,1.4422,3.9855
-0.5,15.39,1.4577,1.4577,3.8254
-0.4,15.34,1.4705,1.4705,4.3711
-0.3,15.29,1.4765,1.4765,4.2412
-0.2,15.24,1.4765,1.4765,4.1073
-0.1,15.19,1.4765,1.4765,3.9689
0,15.14,1.4773,1.4773,3.8254
0.1,15.09,1.4866,1.4866,4.0449
0.2,14.99,1.5116,1.5116,3.9855
0.3,14.94,1.5264,1.5264,3.8254
0.4,14.89,1.5264,1.5264,4.1041
0.5,14.84,1.5207,1.5207,3.9656
0.6,14.79,1.5207,1.5207,3.822
0.7,14.74,1.5182,1.5182,3.6728
0.8,14.69,1.5042,1.5042,3.5173
0.9,14.59,1.4396,1.4396,3.3349
1,14.54,1.4318,1.4318,3.1419
1.1,14.49,1.4318,1.4318,2.9586
1.2,14.44,1.4318,1.4318,2.7633
1.3,14.44,1.4577,1.4577,2.57
1.4,14.34,1.4116,1.4116,3.3349
1.5,14.29,1.4089,1.4089,3.1419
1.6,14.24,1.4089,1.4089,2.9586
1.7,14.19,1.4151,1.4151,2.7633
1.8,14.19,1.4318,1.4318,2.57
1.9,14.09,1.4534,1.4534,4.0449
2,14.04,1.4577,1.4577,4.1393
2.1,13.94,1.4916,1.4916,3.9855
2.2,13.89,1.4983,1.4983,3.8254
2.3,13.84,1.4983,1.4983,3.8254
2.4,13.79,1.4983,1.4983,4.0449
2.5,13.69,1.4983,1.4983,3.9855
2.6,13.64,1.5008,1.5008,3.8254
2.7,13.59,1.5042,1.5042,4.0631
2.8,13.54,1.4807,1.4807,3.9231
2.9,13.49,1.456,1.456,3.7779
3,13.44,1.4396,1.4396,3.6269
3.1,13.39,1.4318,1.4318,3.4694
3.2,13.34,1.4318,1.4318,3.3313
3.3,13.34,1.4534,1.4534,3.3313
3.4,13.29,1.4577,1.4577,3.4694
3.5,13.24,1.4705,1.4705,3.9689
3.6,13.19,1.4841,1.4841,3.8254
3.7,13.14,1.4705,1.4705,4.0449
3.8,13.04,1.4841,1.4841,4.1467
3.9,12.99,1.4841,1.4841,3.9931
4,12.89,1.4705,1.4705,3.8334
4.1,12.84,1.4765,1.4765,3.6667
4.2,12.79,1.4765,1.4765,3.511
4.3,12.74,1.4765,1.4765,3.348
4.4,12.69,1.4705,1.4705,3.1766
4.5,12.64,1.4577,1.4577,2.9955
4.6,12.59,1.4534,1.4534,2.8026
4.7,12.49,1.4089,1.4089,2.57
4.8,12.49,1.4422,1.4422,3.6149
4.9,12.44,1.4327,1.4327,3.4694
5,12.39,1.4318,1.4318,3.7656
5.1,12.34,1.423,1.423,3.6141
5.2,12.29,1.408,1.408,3.4559
5.3,12.24,1.3928,1.3928,3.2902
5.4,12.19,1.3757,1.3757,3.1157
5.5,12.14,1.3601,1.3601,2.9308
5.6,12.04,1.3,1.3,2.7091
5.7,11.99,1.2971,1.2971,2.4677
5.8,11.99,1.3463,1.3463,2.4677
5.9,11.94,1.3416,1.3416,2.3336
6,11.84,1.3454,1.3454,3.8475
6.1,11.74,1.3435,1.3435,3.6591
6.2,11.64,1.3435,1.3435,3.4604
6.3,11.54,1.3435,1.3435,3.2497
6.4,11.44,1.3435,1.3435,3.0243
6.45,11.34,1.3463,1.3463,2.9306
6.5,11.24,1.3416,1.3416,2.7332
6.55,11.14,1.3463,1.3463,2.5203
6.6,11.04,1.3601,1.3601,2.2878
6.6,10.94,1.3285,1.3285,3.3024
6.6,10.84,1.2981,1.2981,3.1473
6.65,10.74,1.3238,1.3238,3.1473
6.65,10.64,1.3086,1.3086,3.1
6.65,10.54,1.301,1.301,3.1
6.65,10.44,1.3,1.3,3.1473
6.7,10.34,1.3509,1.3509,3.1473
6.7,10.24,1.3583,1.3583,3.1
6.7,10.14,1.373,1.373,3
6.7,10.04,1.3946,1.3946,3
6.7,9.94,1.423,1.423,3
6.7,9.84,1.45,1.45,3
6.7,9.74,1.45,1.45,3
6.7,9.69,1.45,1.45,2.4533
